full_name,year,month,total_spending,gender,zip,job,age
Austin Rodriguez,2021,9,5730.7,1,437,252,48
Austin Rodriguez,2021,10,10298.48,1,437,252,48
Austin Rodriguez,2021,11,3744.02,1,437,252,48
Austin Rodriguez,2021,12,16002.82,1,437,252,48
Austin Rodriguez,2022,1,7528.55,1,437,252,48
Austin Rodriguez,2022,2,7061.7699999999995,1,437,252,48
Austin Rodriguez,2022,3,9834.83,1,437,252,48
Austin Rodriguez,2022,4,7326.4800000000005,1,437,252,48
Austin Rodriguez,2022,5,11635.25,1,437,252,48
Austin Rodriguez,2022,6,9991.65,1,437,252,48
Austin Rodriguez,2022,7,12246.75,1,437,252,48
Austin Rodriguez,2022,8,9787.26,1,437,252,48
Austin Rodriguez,2022,9,8127.22,1,437,252,48
Austin Rodriguez,2022,10,6574.69,1,437,252,48
Austin Rodriguez,2022,11,11076.74,1,437,252,48
Austin Rodriguez,2022,12,16145.73,1,437,252,48
Austin Williams,2018,12,97.14,1,937,353,33
Austin Williams,2019,1,3714.15,1,937,353,33
Austin Williams,2019,2,3591.13,1,937,353,33
Austin Williams,2019,3,4093.41,1,937,353,33
Austin Williams,2019,4,6217.1,1,937,353,33
Austin Williams,2019,5,4116.05,1,937,353,33
Austin Williams,2019,6,5357.91,1,937,353,33
Austin Williams,2019,7,8950.71,1,937,353,33
Austin Williams,2019,8,6078.11,1,937,353,33
Austin Williams,2019,9,4745.2300000000005,1,937,353,33
Austin Williams,2019,10,3949.08,1,937,353,33
Austin Williams,2019,11,5653.82,1,937,353,33
Austin Williams,2019,12,8741.81,1,937,353,33
Austin Williams,2020,1,3468.18,1,937,353,33
Austin Williams,2020,2,2323.19,1,937,353,33
Austin Williams,2020,3,4896.54,1,937,353,33
Austin Williams,2020,4,6953.78,1,937,353,33
Austin Williams,2020,5,4848.23,1,937,353,33
Austin Williams,2020,6,11544.13,1,937,353,33
Austin Williams,2020,7,6700.79,1,937,353,33
Austin Williams,2020,8,6825.23,1,937,353,33
Austin Williams,2020,9,3770.55,1,937,353,33
Austin Williams,2020,10,4758.61,1,937,353,33
Austin Williams,2020,11,5542.08,1,937,353,33
Austin Williams,2020,12,8593.11,1,937,353,33
Austin Williams,2021,1,5594.89,1,937,353,33
Austin Williams,2021,2,2581.05,1,937,353,33
Austin Williams,2021,3,5525.15,1,937,353,33
Austin Williams,2021,4,4440.13,1,937,353,33
Austin Williams,2021,5,5612.7699999999995,1,937,353,33
Austin Williams,2021,6,12003.869999999999,1,937,353,33
Austin Williams,2021,7,9416.86,1,937,353,33
Austin Williams,2021,8,5131.96,1,937,353,33
Austin Williams,2021,9,6700.2,1,937,353,33
Austin Williams,2021,10,4879.95,1,937,353,33
Austin Williams,2021,11,3335.1,1,937,353,33
Austin Williams,2021,12,9102.289999999999,1,937,353,33
Austin Williams,2022,1,6420.45,1,937,353,33
Austin Williams,2022,2,6442.26,1,937,353,33
Austin Williams,2022,3,10676.31,1,937,353,33
Austin Williams,2022,4,14914.44,1,937,353,33
Austin Williams,2022,5,9276.7,1,937,353,33
Austin Williams,2022,6,10779.2,1,937,353,33
Austin Williams,2022,7,14722.14,1,937,353,33
Austin Williams,2022,8,12320.59,1,937,353,33
Austin Williams,2022,9,10339.47,1,937,353,33
Austin Williams,2022,10,11729.289999999999,1,937,353,33
Austin Williams,2022,11,9032.539999999999,1,937,353,33
Austin Williams,2022,12,21414.61,1,937,353,33
Barbara Wilson,2018,12,7.62,0,427,172,62
Barbara Wilson,2019,1,4505.45,0,427,172,62
Barbara Wilson,2019,2,4658.32,0,427,172,62
Barbara Wilson,2019,3,6794.05,0,427,172,62
Barbara Wilson,2019,4,5736.87,0,427,172,62
Barbara Wilson,2019,5,6982.73,0,427,172,62
Barbara Wilson,2019,6,7337.07,0,427,172,62
Barbara Wilson,2019,7,7545.46,0,427,172,62
Barbara Wilson,2019,8,7662.85,0,427,172,62
Barbara Wilson,2019,9,3533.32,0,427,172,62
Barbara Wilson,2019,10,4581.02,0,427,172,62
Barbara Wilson,2019,11,3880.6,0,427,172,62
Barbara Wilson,2019,12,10314.63,0,427,172,62
Barbara Wilson,2020,1,2289.43,0,427,172,62
Barbara Wilson,2020,2,6290.55,0,427,172,62
Barbara Wilson,2020,3,5373.08,0,427,172,62
Barbara Wilson,2020,4,5822.79,0,427,172,62
Barbara Wilson,2020,5,5801.91,0,427,172,62
Barbara Wilson,2020,6,5799.23,0,427,172,62
Barbara Wilson,2020,7,5640.51,0,427,172,62
Barbara Wilson,2020,8,6792.92,0,427,172,62
Barbara Wilson,2020,9,4357.94,0,427,172,62
Barbara Wilson,2020,10,4673.66,0,427,172,62
Barbara Wilson,2020,11,6417.11,0,427,172,62
Barbara Wilson,2020,12,10304.09,0,427,172,62
Barbara Wilson,2021,1,3813.32,0,427,172,62
Barbara Wilson,2021,2,3809.94,0,427,172,62
Barbara Wilson,2021,3,5959.46,0,427,172,62
Barbara Wilson,2021,4,4664.7,0,427,172,62
Barbara Wilson,2021,5,6752.18,0,427,172,62
Barbara Wilson,2021,6,6000.61,0,427,172,62
Barbara Wilson,2021,7,3764.0899999999997,0,427,172,62
Barbara Wilson,2021,8,6605.78,0,427,172,62
Barbara Wilson,2021,9,5375.5199999999995,0,427,172,62
Barbara Wilson,2021,10,4461.09,0,427,172,62
Barbara Wilson,2021,11,3873.33,0,427,172,62
Barbara Wilson,2021,12,8323.8,0,427,172,62
Barbara Wilson,2022,1,10981.47,0,427,172,62
Barbara Wilson,2022,2,3213.31,0,427,172,62
Barbara Wilson,2022,3,5113.53,0,427,172,62
Barbara Wilson,2022,4,6986.78,0,427,172,62
Barbara Wilson,2022,5,4487.01,0,427,172,62
Barbara Wilson,2022,6,6275.8099999999995,0,427,172,62
Barbara Wilson,2022,7,7148.66,0,427,172,62
Barbara Wilson,2022,8,6450.16,0,427,172,62
Barbara Wilson,2022,9,4406.33,0,427,172,62
Barbara Wilson,2022,10,4256.82,0,427,172,62
Barbara Wilson,2022,11,5639.46,0,427,172,62
Barbara Wilson,2022,12,8377.35,0,427,172,62
Benjamin Jordan,2018,12,131.65,1,272,453,77
Benjamin Jordan,2019,1,2003.49,1,272,453,77
Benjamin Jordan,2019,2,2041.58,1,272,453,77
Benjamin Jordan,2019,3,2485.05,1,272,453,77
Benjamin Jordan,2019,4,4238.14,1,272,453,77
Benjamin Jordan,2019,5,4323.82,1,272,453,77
Benjamin Jordan,2019,6,3919.0,1,272,453,77
Benjamin Jordan,2019,7,3831.22,1,272,453,77
Benjamin Jordan,2019,8,2227.12,1,272,453,77
Benjamin Jordan,2019,9,2886.53,1,272,453,77
Benjamin Jordan,2019,10,3679.37,1,272,453,77
Benjamin Jordan,2019,11,3506.96,1,272,453,77
Benjamin Jordan,2019,12,7847.42,1,272,453,77
Benjamin Jordan,2020,1,2620.89,1,272,453,77
Benjamin Jordan,2020,2,2035.21,1,272,453,77
Benjamin Jordan,2020,3,3822.34,1,272,453,77
Benjamin Jordan,2020,4,3305.26,1,272,453,77
Benjamin Jordan,2020,5,3503.19,1,272,453,77
Benjamin Jordan,2020,6,4279.13,1,272,453,77
Benjamin Jordan,2020,7,3706.85,1,272,453,77
Benjamin Jordan,2020,8,5165.92,1,272,453,77
Benjamin Jordan,2020,9,5655.02,1,272,453,77
Benjamin Jordan,2020,10,3702.57,1,272,453,77
Benjamin Jordan,2020,11,2244.34,1,272,453,77
Benjamin Jordan,2020,12,8423.36,1,272,453,77
Benjamin Jordan,2021,1,2406.33,1,272,453,77
Benjamin Jordan,2021,2,2885.91,1,272,453,77
Benjamin Jordan,2021,3,6334.7300000000005,1,272,453,77
Benjamin Jordan,2021,4,3443.47,1,272,453,77
Benjamin Jordan,2021,5,4373.95,1,272,453,77
Benjamin Jordan,2021,6,4690.78,1,272,453,77
Benjamin Jordan,2021,7,4649.27,1,272,453,77
Benjamin Jordan,2021,8,4606.55,1,272,453,77
Benjamin Jordan,2021,9,3049.96,1,272,453,77
Benjamin Jordan,2021,10,3895.8,1,272,453,77
Benjamin Jordan,2021,11,2289.52,1,272,453,77
Benjamin Jordan,2021,12,5634.7,1,272,453,77
Benjamin Jordan,2022,1,6424.64,1,272,453,77
Benjamin Jordan,2022,2,6130.31,1,272,453,77
Benjamin Jordan,2022,3,7392.41,1,272,453,77
Benjamin Jordan,2022,4,8406.11,1,272,453,77
Benjamin Jordan,2022,5,10230.58,1,272,453,77
Benjamin Jordan,2022,6,10880.88,1,272,453,77
Benjamin Jordan,2022,7,11751.33,1,272,453,77
Benjamin Jordan,2022,8,12330.91,1,272,453,77
Benjamin Jordan,2022,9,7214.75,1,272,453,77
Benjamin Jordan,2022,10,5562.01,1,272,453,77
Benjamin Jordan,2022,11,7103.97,1,272,453,77
Benjamin Jordan,2022,12,15020.35,1,272,453,77
Beverly Henson,2018,12,82.12,0,510,112,65
Beverly Henson,2019,1,5770.7,0,510,112,65
Beverly Henson,2019,2,6581.69,0,510,112,65
Beverly Henson,2019,3,5905.49,0,510,112,65
Beverly Henson,2019,4,5616.62,0,510,112,65
Beverly Henson,2019,5,4659.37,0,510,112,65
Beverly Henson,2019,6,5850.39,0,510,112,65
Beverly Henson,2019,7,7948.76,0,510,112,65
Beverly Henson,2019,8,8191.46,0,510,112,65
Beverly Henson,2019,9,3968.02,0,510,112,65
Beverly Henson,2019,10,5609.53,0,510,112,65
Beverly Henson,2019,11,6294.44,0,510,112,65
Beverly Henson,2019,12,13454.91,0,510,112,65
Beverly Henson,2020,1,3179.67,0,510,112,65
Beverly Henson,2020,2,3381.45,0,510,112,65
Beverly Henson,2020,3,5093.87,0,510,112,65
Beverly Henson,2020,4,5195.19,0,510,112,65
Beverly Henson,2020,5,6415.91,0,510,112,65
Beverly Henson,2020,6,5268.58,0,510,112,65
Beverly Henson,2020,7,7248.88,0,510,112,65
Beverly Henson,2020,8,7104.97,0,510,112,65
Beverly Henson,2020,9,5356.65,0,510,112,65
Beverly Henson,2020,10,5464.64,0,510,112,65
Beverly Henson,2020,11,5917.28,0,510,112,65
Beverly Henson,2020,12,9843.54,0,510,112,65
Beverly Henson,2021,1,4984.21,0,510,112,65
Beverly Henson,2021,2,2961.92,0,510,112,65
Beverly Henson,2021,3,8907.57,0,510,112,65
Beverly Henson,2021,4,5014.26,0,510,112,65
Beverly Henson,2021,5,5874.32,0,510,112,65
Beverly Henson,2021,6,7780.23,0,510,112,65
Beverly Henson,2021,7,10568.369999999999,0,510,112,65
Beverly Henson,2021,8,5397.72,0,510,112,65
Beverly Henson,2021,9,4303.92,0,510,112,65
Beverly Henson,2021,10,6000.39,0,510,112,65
Beverly Henson,2021,11,6093.8,0,510,112,65
Beverly Henson,2021,12,7637.88,0,510,112,65
Beverly Henson,2022,1,3849.63,0,510,112,65
Beverly Henson,2022,2,8283.77,0,510,112,65
Beverly Henson,2022,3,10894.26,0,510,112,65
Beverly Henson,2022,4,10765.88,0,510,112,65
Beverly Henson,2022,5,9739.45,0,510,112,65
Beverly Henson,2022,6,11414.85,0,510,112,65
Beverly Henson,2022,7,10564.84,0,510,112,65
Beverly Henson,2022,8,9551.37,0,510,112,65
Beverly Henson,2022,9,7081.57,0,510,112,65
Beverly Henson,2022,10,7413.14,0,510,112,65
Beverly Henson,2022,11,7450.46,0,510,112,65
Beverly Henson,2022,12,16441.71,0,510,112,65
Billy Barry,2018,12,96.05,1,127,451,46
Billy Barry,2019,1,3135.11,1,127,451,46
Billy Barry,2019,2,3079.02,1,127,451,46
Billy Barry,2019,3,3114.05,1,127,451,46
Billy Barry,2019,4,4193.61,1,127,451,46
Billy Barry,2019,5,4290.73,1,127,451,46
Billy Barry,2019,6,3657.02,1,127,451,46
Billy Barry,2019,7,3765.51,1,127,451,46
Billy Barry,2019,8,4004.2599999999998,1,127,451,46
Billy Barry,2019,9,2416.59,1,127,451,46
Billy Barry,2019,10,3962.87,1,127,451,46
Billy Barry,2019,11,3124.6,1,127,451,46
Billy Barry,2019,12,6008.22,1,127,451,46
Billy Barry,2020,1,3077.0099999999998,1,127,451,46
Billy Barry,2020,2,2998.8,1,127,451,46
Billy Barry,2020,3,3586.09,1,127,451,46
Billy Barry,2020,4,2436.95,1,127,451,46
Billy Barry,2020,5,3604.75,1,127,451,46
Billy Barry,2020,6,4707.65,1,127,451,46
Billy Barry,2020,7,2372.02,1,127,451,46
Billy Barry,2020,8,3111.07,1,127,451,46
Billy Barry,2020,9,6454.389999999999,1,127,451,46
Billy Barry,2020,10,1679.22,1,127,451,46
Billy Barry,2020,11,2026.95,1,127,451,46
Billy Barry,2020,12,6503.73,1,127,451,46
Billy Barry,2021,1,1753.81,1,127,451,46
Billy Barry,2021,2,1483.1200000000001,1,127,451,46
Billy Barry,2021,3,4791.39,1,127,451,46
Billy Barry,2021,4,1432.27,1,127,451,46
Billy Barry,2021,5,2754.88,1,127,451,46
Billy Barry,2021,6,2991.87,1,127,451,46
Billy Barry,2021,7,3684.23,1,127,451,46
Billy Barry,2021,8,2806.12,1,127,451,46
Billy Barry,2021,9,2531.25,1,127,451,46
Billy Barry,2021,10,1559.79,1,127,451,46
Billy Barry,2021,11,2112.0,1,127,451,46
Billy Barry,2021,12,5953.41,1,127,451,46
Billy Barry,2022,1,9101.5,1,127,451,46
Billy Barry,2022,2,12338.619999999999,1,127,451,46
Billy Barry,2022,3,14583.42,1,127,451,46
Billy Barry,2022,4,7094.84,1,127,451,46
Billy Barry,2022,5,7880.7699999999995,1,127,451,46
Billy Barry,2022,6,7649.2,1,127,451,46
Billy Barry,2022,7,9317.5,1,127,451,46
Billy Barry,2022,8,6850.65,1,127,451,46
Billy Barry,2022,9,6256.74,1,127,451,46
Billy Barry,2022,10,6588.37,1,127,451,46
Billy Barry,2022,11,8882.73,1,127,451,46
Billy Barry,2022,12,13408.74,1,127,451,46
Blake Contreras,2018,12,90.14,1,514,100,49
Blake Contreras,2019,1,3207.02,1,514,100,49
Blake Contreras,2019,2,3232.71,1,514,100,49
Blake Contreras,2019,3,5299.14,1,514,100,49
Blake Contreras,2019,4,4539.93,1,514,100,49
Blake Contreras,2019,5,6141.68,1,514,100,49
Blake Contreras,2019,6,6806.65,1,514,100,49
Blake Contreras,2019,7,6225.03,1,514,100,49
Blake Contreras,2019,8,6291.89,1,514,100,49
Blake Contreras,2019,9,6039.41,1,514,100,49
Blake Contreras,2019,10,4418.79,1,514,100,49
Blake Contreras,2019,11,5122.37,1,514,100,49
Blake Contreras,2019,12,10844.85,1,514,100,49
Blake Contreras,2020,1,3711.33,1,514,100,49
Blake Contreras,2020,2,3538.16,1,514,100,49
Blake Contreras,2020,3,5058.0199999999995,1,514,100,49
Blake Contreras,2020,4,4483.97,1,514,100,49
Blake Contreras,2020,5,7546.53,1,514,100,49
Blake Contreras,2020,6,5225.11,1,514,100,49
Blake Contreras,2020,7,4093.63,1,514,100,49
Blake Contreras,2020,8,3558.7400000000002,1,514,100,49
Blake Contreras,2020,9,3031.2599999999998,1,514,100,49
Blake Contreras,2020,10,4063.98,1,514,100,49
Blake Contreras,2020,11,3502.33,1,514,100,49
Blake Contreras,2020,12,11830.380000000001,1,514,100,49
Blake Contreras,2021,1,2004.23,1,514,100,49
Blake Contreras,2021,2,1848.43,1,514,100,49
Blake Contreras,2021,3,4810.12,1,514,100,49
Blake Contreras,2021,4,2919.14,1,514,100,49
Blake Contreras,2021,5,8233.56,1,514,100,49
Blake Contreras,2021,6,4740.22,1,514,100,49
Blake Contreras,2021,7,4975.07,1,514,100,49
Blake Contreras,2021,8,5321.11,1,514,100,49
Blake Contreras,2021,9,5547.14,1,514,100,49
Blake Contreras,2021,10,3497.55,1,514,100,49
Blake Contreras,2021,11,3807.79,1,514,100,49
Blake Contreras,2021,12,7822.650000000001,1,514,100,49
Blake Contreras,2022,1,7603.59,1,514,100,49
Blake Contreras,2022,2,8530.1,1,514,100,49
Blake Contreras,2022,3,11753.85,1,514,100,49
Blake Contreras,2022,4,11801.74,1,514,100,49
Blake Contreras,2022,5,16460.62,1,514,100,49
Blake Contreras,2022,6,13507.970000000001,1,514,100,49
Blake Contreras,2022,7,15943.68,1,514,100,49
Blake Contreras,2022,8,12794.94,1,514,100,49
Blake Contreras,2022,9,14957.02,1,514,100,49
Blake Contreras,2022,10,11000.61,1,514,100,49
Blake Contreras,2022,11,14216.960000000001,1,514,100,49
Blake Contreras,2022,12,28395.51,1,514,100,49
Bradley Rodriguez,2022,10,6735.5,1,439,221,84
Bradley Sandoval,2018,12,67.54,1,808,8,38
Bradley Sandoval,2019,1,2619.34,1,808,8,38
Bradley Sandoval,2019,2,2743.84,1,808,8,38
Bradley Sandoval,2019,3,4930.5,1,808,8,38
Bradley Sandoval,2019,4,4689.95,1,808,8,38
Bradley Sandoval,2019,5,5370.55,1,808,8,38
Bradley Sandoval,2019,6,5693.72,1,808,8,38
Bradley Sandoval,2019,7,7686.74,1,808,8,38
Bradley Sandoval,2019,8,5451.94,1,808,8,38
Bradley Sandoval,2019,9,4462.25,1,808,8,38
Bradley Sandoval,2019,10,4202.01,1,808,8,38
Bradley Sandoval,2019,11,5855.41,1,808,8,38
Bradley Sandoval,2019,12,9538.07,1,808,8,38
Bradley Sandoval,2020,1,5615.6,1,808,8,38
Bradley Sandoval,2020,2,3601.4,1,808,8,38
Bradley Sandoval,2020,3,4813.15,1,808,8,38
Bradley Sandoval,2020,4,10206.2,1,808,8,38
Bradley Sandoval,2020,5,7075.21,1,808,8,38
Bradley Sandoval,2020,6,3789.66,1,808,8,38
Bradley Sandoval,2020,7,4791.22,1,808,8,38
Bradley Sandoval,2020,8,7296.679999999999,1,808,8,38
Bradley Sandoval,2020,9,4298.05,1,808,8,38
Bradley Sandoval,2020,10,4085.64,1,808,8,38
Bradley Sandoval,2020,11,3957.7,1,808,8,38
Bradley Sandoval,2020,12,7675.46,1,808,8,38
Bradley Sandoval,2021,1,3504.99,1,808,8,38
Bradley Sandoval,2021,2,2460.25,1,808,8,38
Bradley Sandoval,2021,3,2486.81,1,808,8,38
Bradley Sandoval,2021,4,2388.03,1,808,8,38
Bradley Sandoval,2021,5,4921.47,1,808,8,38
Bradley Sandoval,2021,6,4750.07,1,808,8,38
Bradley Sandoval,2021,7,5519.86,1,808,8,38
Bradley Sandoval,2021,8,5029.79,1,808,8,38
Bradley Sandoval,2021,9,14943.01,1,808,8,38
Bradley Sandoval,2021,10,2802.15,1,808,8,38
Bradley Sandoval,2021,11,5192.04,1,808,8,38
Bradley Sandoval,2021,12,6791.9,1,808,8,38
Bradley Sandoval,2022,1,10024.76,1,808,8,38
Bradley Sandoval,2022,2,7800.6,1,808,8,38
Bradley Sandoval,2022,3,11882.65,1,808,8,38
Bradley Sandoval,2022,4,17889.29,1,808,8,38
Bradley Sandoval,2022,5,13946.97,1,808,8,38
Bradley Sandoval,2022,6,24613.62,1,808,8,38
Bradley Sandoval,2022,7,15128.78,1,808,8,38
Bradley Sandoval,2022,8,14045.45,1,808,8,38
Bradley Sandoval,2022,9,11479.72,1,808,8,38
Bradley Sandoval,2022,10,20386.71,1,808,8,38
Bradley Sandoval,2022,11,10764.22,1,808,8,38
Bradley Sandoval,2022,12,20677.38,1,808,8,38
Brandi Miller,2018,12,82.35,0,716,116,75
Brandi Miller,2019,1,1837.94,0,716,116,75
Brandi Miller,2019,2,2149.0,0,716,116,75
Brandi Miller,2019,3,3292.11,0,716,116,75
Brandi Miller,2019,4,2997.28,0,716,116,75
Brandi Miller,2019,5,4998.47,0,716,116,75
Brandi Miller,2019,6,8625.78,0,716,116,75
Brandi Miller,2019,7,6653.23,0,716,116,75
Brandi Miller,2019,8,3683.77,0,716,116,75
Brandi Miller,2019,9,2647.33,0,716,116,75
Brandi Miller,2019,10,3590.3,0,716,116,75
Brandi Miller,2019,11,5151.57,0,716,116,75
Brandi Miller,2019,12,8970.51,0,716,116,75
Brandi Miller,2020,1,2209.62,0,716,116,75
Brandi Miller,2020,2,4880.54,0,716,116,75
Brandi Miller,2020,3,4362.53,0,716,116,75
Brandi Miller,2020,4,4374.07,0,716,116,75
Brandi Miller,2020,5,2874.21,0,716,116,75
Brandi Miller,2020,6,6371.12,0,716,116,75
Brandi Miller,2020,7,3731.31,0,716,116,75
Brandi Miller,2020,8,5348.88,0,716,116,75
Brandi Miller,2020,9,4264.62,0,716,116,75
Brandi Miller,2020,10,4959.97,0,716,116,75
Brandi Miller,2020,11,4659.37,0,716,116,75
Brandi Miller,2020,12,9650.91,0,716,116,75
Brandi Miller,2021,1,2381.53,0,716,116,75
Brandi Miller,2021,2,2803.67,0,716,116,75
Brandi Miller,2021,3,5342.32,0,716,116,75
Brandi Miller,2021,4,3534.37,0,716,116,75
Brandi Miller,2021,5,4624.83,0,716,116,75
Brandi Miller,2021,6,4104.05,0,716,116,75
Brandi Miller,2021,7,8675.449999999999,0,716,116,75
Brandi Miller,2021,8,3418.24,0,716,116,75
Brandi Miller,2021,9,3113.27,0,716,116,75
Brandi Miller,2021,10,3649.94,0,716,116,75
Brandi Miller,2021,11,3809.13,0,716,116,75
Brandi Miller,2021,12,6474.01,0,716,116,75
Brandi Miller,2022,1,4964.55,0,716,116,75
Brandi Miller,2022,2,5513.15,0,716,116,75
Brandi Miller,2022,3,9889.28,0,716,116,75
Brandi Miller,2022,4,8953.03,0,716,116,75
Brandi Miller,2022,5,8254.16,0,716,116,75
Brandi Miller,2022,6,10345.09,0,716,116,75
Brandi Miller,2022,7,10765.86,0,716,116,75
Brandi Miller,2022,8,9885.77,0,716,116,75
Brandi Miller,2022,9,10577.11,0,716,116,75
Brandi Miller,2022,10,6981.17,0,716,116,75
Brandi Miller,2022,11,7782.74,0,716,116,75
Brandi Miller,2022,12,14440.94,0,716,116,75
Brandon Maxwell,2019,1,1227.72,1,208,188,69
Brandon Maxwell,2019,2,2422.15,1,208,188,69
Brandon Maxwell,2019,3,2720.06,1,208,188,69
Brandon Maxwell,2019,4,4256.58,1,208,188,69
Brandon Maxwell,2019,5,5088.53,1,208,188,69
Brandon Maxwell,2019,6,4997.43,1,208,188,69
Brandon Maxwell,2019,7,5317.46,1,208,188,69
Brandon Maxwell,2019,8,4744.55,1,208,188,69
Brandon Maxwell,2019,9,3277.86,1,208,188,69
Brandon Maxwell,2019,10,3886.56,1,208,188,69
Brandon Maxwell,2019,11,2861.32,1,208,188,69
Brandon Maxwell,2019,12,5898.1,1,208,188,69
Brandon Maxwell,2020,1,2658.1,1,208,188,69
Brandon Maxwell,2020,2,4398.51,1,208,188,69
Brandon Maxwell,2020,3,3264.57,1,208,188,69
Brandon Maxwell,2020,4,3825.7400000000002,1,208,188,69
Brandon Maxwell,2020,5,3671.45,1,208,188,69
Brandon Maxwell,2020,6,3067.41,1,208,188,69
Brandon Maxwell,2020,7,5298.74,1,208,188,69
Brandon Maxwell,2020,8,6849.71,1,208,188,69
Brandon Maxwell,2020,9,2097.07,1,208,188,69
Brandon Maxwell,2020,10,6201.91,1,208,188,69
Brandon Maxwell,2020,11,3744.54,1,208,188,69
Brandon Maxwell,2020,12,7187.93,1,208,188,69
Brandon Maxwell,2021,1,3135.41,1,208,188,69
Brandon Maxwell,2021,2,3199.02,1,208,188,69
Brandon Maxwell,2021,3,2975.77,1,208,188,69
Brandon Maxwell,2021,4,4236.81,1,208,188,69
Brandon Maxwell,2021,5,2441.15,1,208,188,69
Brandon Maxwell,2021,6,3311.16,1,208,188,69
Brandon Maxwell,2021,7,4326.6,1,208,188,69
Brandon Maxwell,2021,8,4735.84,1,208,188,69
Brandon Maxwell,2021,9,2844.24,1,208,188,69
Brandon Maxwell,2021,10,3453.85,1,208,188,69
Brandon Maxwell,2021,11,5296.4,1,208,188,69
Brandon Maxwell,2021,12,6346.13,1,208,188,69
Brandon Maxwell,2022,1,1545.97,1,208,188,69
Brandon Maxwell,2022,2,2350.73,1,208,188,69
Brandon Maxwell,2022,3,2712.75,1,208,188,69
Brandon Maxwell,2022,4,2733.65,1,208,188,69
Brandon Maxwell,2022,5,3326.27,1,208,188,69
Brandon Maxwell,2022,6,7825.36,1,208,188,69
Brandon Maxwell,2022,7,4154.16,1,208,188,69
Brandon Maxwell,2022,8,3567.62,1,208,188,69
Brandon Maxwell,2022,9,2551.43,1,208,188,69
Brandon Maxwell,2022,10,3018.8,1,208,188,69
Brandon Maxwell,2022,11,3084.05,1,208,188,69
Brandon Maxwell,2022,12,6593.19,1,208,188,69
Brandon Sanchez,2022,1,1842.6,1,262,495,16
Brandon Sanchez,2022,2,2506.69,1,262,495,16
Brandon Sanchez,2022,3,3351.09,1,262,495,16
Brandon Sanchez,2022,4,3686.1,1,262,495,16
Brandon Sanchez,2022,5,1623.27,1,262,495,16
Brandon Sanchez,2022,6,2482.6,1,262,495,16
Brandon Sanchez,2022,7,2359.4,1,262,495,16
Brandon Sanchez,2022,8,3965.27,1,262,495,16
Brandon Sanchez,2022,9,2477.29,1,262,495,16
Brandon Sanchez,2022,10,5245.68,1,262,495,16
Brandon Sanchez,2022,11,2338.61,1,262,495,16
Brandon Sanchez,2022,12,3298.57,1,262,495,16
Brandon Thompson,2019,1,1379.96,1,84,79,71
Brandon Thompson,2019,2,1202.65,1,84,79,71
Brandon Thompson,2019,3,1541.92,1,84,79,71
Brandon Thompson,2019,4,1605.97,1,84,79,71
Brandon Thompson,2019,5,1988.55,1,84,79,71
Brandon Thompson,2019,6,1981.81,1,84,79,71
Brandon Thompson,2019,7,1405.26,1,84,79,71
Brandon Thompson,2019,8,2494.39,1,84,79,71
Brandon Thompson,2019,9,1786.6,1,84,79,71
Brandon Thompson,2019,10,694.89,1,84,79,71
Brandon Thompson,2019,11,1982.44,1,84,79,71
Brandon Thompson,2019,12,3909.66,1,84,79,71
Brandon Thompson,2020,1,1549.62,1,84,79,71
Brandon Thompson,2020,2,1109.52,1,84,79,71
Brandon Thompson,2020,3,852.59,1,84,79,71
Brandon Thompson,2020,4,1647.9,1,84,79,71
Brandon Thompson,2020,5,2273.51,1,84,79,71
Brandon Thompson,2020,6,2458.06,1,84,79,71
Brandon Thompson,2020,7,3457.7599999999998,1,84,79,71
Brandon Thompson,2020,8,3102.51,1,84,79,71
Brandon Thompson,2020,9,2035.42,1,84,79,71
Brandon Thompson,2020,10,1383.55,1,84,79,71
Brandon Thompson,2020,11,2045.9299999999998,1,84,79,71
Brandon Thompson,2020,12,3140.32,1,84,79,71
Brandon Thompson,2021,1,1237.85,1,84,79,71
Brandon Thompson,2021,2,743.63,1,84,79,71
Brandon Thompson,2021,3,2879.9100000000003,1,84,79,71
Brandon Thompson,2021,4,1568.3,1,84,79,71
Brandon Thompson,2021,5,2823.4100000000003,1,84,79,71
Brandon Thompson,2021,6,3055.5499999999997,1,84,79,71
Brandon Thompson,2021,7,3372.96,1,84,79,71
Brandon Thompson,2021,8,2656.21,1,84,79,71
Brandon Thompson,2021,9,707.41,1,84,79,71
Brandon Thompson,2021,10,1936.22,1,84,79,71
Brandon Thompson,2021,11,1499.84,1,84,79,71
Brandon Thompson,2021,12,2734.82,1,84,79,71
Brandon Thompson,2022,1,4562.79,1,84,79,71
Brandon Thompson,2022,2,4722.26,1,84,79,71
Brandon Thompson,2022,3,9689.97,1,84,79,71
Brandon Thompson,2022,4,9410.42,1,84,79,71
Brandon Thompson,2022,5,10864.11,1,84,79,71
Brandon Thompson,2022,6,10806.35,1,84,79,71
Brandon Thompson,2022,7,9549.1,1,84,79,71
Brandon Thompson,2022,8,9548.91,1,84,79,71
Brandon Thompson,2022,9,6416.55,1,84,79,71
Brandon Thompson,2022,10,5038.0,1,84,79,71
Brandon Thompson,2022,11,6786.5,1,84,79,71
Brandon Thompson,2022,12,11698.24,1,84,79,71
Brandon Williams,2018,12,68.24,1,352,426,80
Brandon Williams,2019,1,1721.98,1,352,426,80
